INSTITUIÇÃO;CONTRATO;TIPO PESSOA;DOCUMENTO;FINANCIADO;UF;ULTIMO EVENTO;DATA;HORA;PROTESTO;TAGS;BOLETO Á VENCER;PASTA(AT);PASTA(AT)ABERTA;PASTA(AD);PASTA(AD)ABERTA;HOT;BOM;INDEFINIDO;RUIM;R$ VENCIDAS;R$ VINCENDAS;R$ VENCIDAS + VINCENDAS;DIAS DE ATRASO;PARCELAS ATRASADAS;1º PARCELA;QTDE. PARCELAS RESTANTES;PLANO;DETALHE EVENTO;USÚARIO;BENS;BOLETO GERADO POR;CODIGO PESSOA;TIPO PESSOA.1;MARCA;MODELO;CHASSIS;PLACA;RENAVAM;COR;ANO;COMBUSTIVEL
Rocha;8396420;Jurídica;40.923.718/0001-74;Vitor Ferreira;MS;Pagamento;2024-09-29;08:05:25;Não;Inadimplente;1;False;True;False;True;True;True;True;True;972.26;7116.41;10334.82;356;8;2024-03-09;46;B;Alias harum nihil saepe tenetur.;eloah09;Casa;Sistema A;1926882;Física;Nunes S.A.;eum;8615694268;VNW-4F66;75795372351;Azul;2007;Diesel
Pires - EI;5240900;Jurídica;082.341.697-69;José Costa;AL;Pagamento;2024-07-13;22:06:51;Sim;Recente;2;False;True;False;True;True;True;True;False;2939.21;9429.9;8420.88;238;0;2024-08-04;4;A;Animi consequuntur aut iure.;carvalhoester;Moto;Sistema A;7019470;Física;Monteiro;aliquam;9545626817;DKL-6L98;29597021840;Azul;2019;GNV
Lima;6802524;Jurídica;50.162.847/0001-40;Esther Castro;ES;Atraso;2024-05-16;01:32:08;Não;Cliente VIP;2;True;True;True;True;True;False;False;False;6474.84;8395.96;16955.93;36;1;2024-03-10;22;C;Molestias alias voluptas.;mrodrigues;Moto;Sistema C;8755090;Jurídica;Siqueira Ramos - ME;eos;5172574577;RPO-9V19;19248797494;Branco;2021;Híbrido
Pires da Paz Ltda.;2094883;Jurídica;45.683.972/0001-66;Luigi Pires;PR;Pagamento;2024-05-27;20:06:52;Não;Recente;1;False;True;True;False;False;True;False;True;4962.71;9095.08;11646.37;266;6;2024-07-29;20;C;Iure vero non magni.;alvesasafe;Terreno;Sistema A;5320437;Jurídica;Marques;atque;8092804796;ZFW-0Y66;28067516179;Preto;2008;Gasolina
da Cunha;5163734;Física;09.853.421/0001-30;Antonella Leão;MS;Atraso;2024-01-22;13:13:37;Não;Inadimplente;1;True;False;True;True;False;True;False;False;9027.93;708.48;4581.57;197;5;2024-06-20;54;A;Laborum officia explicabo eum.;diasluna;Terreno;Sistema A;1678625;Física;Almeida - ME;unde;2960796556;TUQ-7A58;03376159194;Preto;2012;Gasolina
da Cunha;6037027;Física;459.863.701-39;Ana Sophia Viana;MA;Atraso;2024-09-03;21:13:11;Sim;Fidelizado;0;True;True;False;False;True;True;True;False;8545.06;932.14;15611.88;181;10;2024-08-01;24;C;Quibusdam doloremque officia autem expedita quo.;bteixeira;Casa;Sistema A;742722;Física;Araújo Costela - ME;quidem;4664066996;SYX-5L66;05625069917;Prata;2009;Diesel
Novais S/A;4665376;Física;793.042.586-00;Thales Melo;AC;Negociação;2024-07-25;23:46:52;Não;Fidelizado;3;False;False;True;True;False;True;True;True;8929.83;9198.02;2396.36;142;8;2024-07-17;57;A;Magnam magni fugiat quibusdam dolorem.;alanaabreu;Carro;Sistema B;2234740;Física;Pires;necessitatibus;2259553714;KIE-4V74;40885047509;Prata;2011;Gasolina
da Rosa;0672275;Jurídica;83.192.675/0001-07;Diego Porto;RR;Protesto;2024-07-04;03:44:25;Não;Fidelizado;1;True;False;False;True;True;False;False;False;4114.69;7586.04;11010.01;313;10;2024-03-09;2;D;Reprehenderit ullam distinctio optio maiores.;enzomonteiro;Moto;Sistema B;9866041;Física;Costela - ME;consequuntur;0968787383;CRN-6W65;23622150628;Preto;2001;Híbrido
Garcia;5506860;Física;936.407.281-22;Mariah Sales;PA;Negociação;2024-07-14;18:04:12;Não;Fidelizado;5;False;False;False;False;True;True;True;True;3243.59;3925.6;13427.97;64;3;2024-06-22;35;B;Esse quas optio eaque sint.;samuelrios;Terreno;Sistema B;1622561;Física;Rios e Filhos;reiciendis;1005348052;OBU-5F12;74612640096;Branco;2012;GNV
da Cunha;1671086;Física;18.567.943/0001-66;Cecília Pimenta;RN;Protesto;2024-05-22;05:48:09;Sim;Recente;2;False;False;True;True;True;False;False;True;9978.72;9476.09;13490.85;331;6;2024-03-14;44;B;Debitis quaerat inventore.;raulandrade;Casa;Sistema B;4731111;Jurídica;Leão Ltda.;iusto;0445096019;CNF-4I17;17224429858;Vermelho;2023;Híbrido
Guerra;4407423;Jurídica;693.847.125-82;Srta. Esther Rios;PE;Negociação;2024-01-15;05:28:20;Sim;Inadimplente;4;False;True;True;True;True;False;False;False;6280.59;154.69;18136.63;204;1;2024-09-30;3;C;Placeat corporis animi adipisci ea perspiciatis.;fonsecaana;Terreno;Sistema B;4809754;Jurídica;Freitas S/A;sapiente;5778431223;DZB-1F67;92090475710;Preto;2012;Gasolina
Cavalcante Ltda.;8126660;Física;975.143.068-20;Vinícius Rocha;RR;Pagamento;2024-08-15;04:16:32;Sim;Cliente VIP;3;False;False;False;False;False;False;False;False;7555.0;367.62;6154.1;226;5;2024-01-21;38;B;Vel eius qui molestias.;uteixeira;Terreno;Sistema C;6466588;Jurídica;Castro;optio;8283209101;UKW-0Q95;83754189648;Vermelho;2014;Híbrido
Oliveira Nascimento - ME;9320396;Física;91.243.760/0001-85;Srta. Maria Julia Sá;GO;Pagamento;2024-09-10;08:24:49;Não;Inadimplente;2;True;False;False;True;True;True;False;False;3357.97;4240.66;16647.03;224;4;2024-06-01;26;B;Atque odit quasi quas necessitatibus.;marquesana-sophia;Casa;Sistema C;1335565;Física;Peixoto Sá - EI;id;5727768923;PCB-9O45;44981514023;Prata;2021;GNV
Pastor;6905488;Jurídica;720.314.569-70;Davi Luiz Sá;MS;Negociação;2024-08-29;05:27:49;Não;Recente;4;True;False;True;True;False;True;False;False;2018.85;8634.64;10167.98;173;8;2024-02-25;60;B;Iusto eos molestias eos delectus.;ana-juliabrito;Carro;Sistema C;5837747;Física;Rezende S.A.;cupiditate;4010754210;ISV-2S82;92152974938;Prata;2006;Diesel
Castro - EI;4057776;Física;082.436.517-80;Vitor Vieira;ES;Protesto;2024-07-24;05:16:49;Não;Inadimplente;4;False;True;False;False;False;True;False;True;4067.78;1925.21;18330.15;353;4;2024-01-03;36;C;Odit sapiente quisquam deleniti mollitia.;arthur-gabrielguerra;Carro;Sistema C;2444036;Jurídica;Nogueira;deleniti;9449754866;TEM-4G70;35141720629;Preto;2007;Diesel
Garcia;8005754;Jurídica;62.897.531/0001-86;Benjamim Rios;MG;Atraso;2024-06-30;18:17:49;Não;Recente;4;False;False;False;False;False;False;False;False;6146.59;2308.64;15993.03;263;6;2024-04-12;26;B;Quas quos placeat aliquam similique iusto.;laragao;Moto;Sistema C;3995943;Física;Pimenta Albuquerque - ME;modi;0838276502;NZB-9M07;65578359972;Azul;2005;Gasolina
Almeida - EI;5978650;Jurídica;57.123.048/0001-04;João Gabriel Jesus;TO;Pagamento;2024-09-29;12:35:14;Não;Fidelizado;2;False;False;True;True;False;False;True;True;162.39;2611.34;3362.63;84;5;2024-06-21;15;D;Enim ea deleniti eius.;ana-laura28;Terreno;Sistema A;5171703;Física;da Conceição Marques Ltda.;reprehenderit;6589944850;DCH-3A12;84865525587;Branco;2004;Gasolina
Jesus;5735088;Física;274.650.913-06;Benjamin Vasconcelos;PI;Pagamento;2024-04-28;21:54:44;Não;Recente;5;False;True;False;True;True;True;False;True;6320.1;4580.19;19340.05;16;10;2024-08-19;26;A;Explicabo corporis temporibus sint.;leticiafreitas;Casa;Sistema A;1640938;Física;Sá S/A;provident;0653724672;UAJ-9S97;07927714864;Vermelho;2011;Gasolina
Rodrigues - ME;8581068;Jurídica;90.431.587/0001-86;Srta. Sofia Marques;SE;Negociação;2024-07-29;16:19:40;Não;Fidelizado;1;True;False;True;False;True;False;False;True;8853.45;8939.9;18189.25;302;3;2024-06-23;7;B;Accusantium reprehenderit sint aliquid.;scamara;Moto;Sistema C;33603;Física;Rios;voluptatum;4505476117;KCM-1U63;19898840403;Preto;2003;Gasolina
Guerra da Costa S.A.;8513696;Física;25.807.314/0001-21;Gael Henrique Costela;PA;Protesto;2024-08-12;03:37:48;Sim;Fidelizado;0;False;False;True;True;False;True;False;True;9089.0;1845.88;8093.37;4;8;2024-04-02;4;B;In dicta asperiores.;eloa96;Casa;Sistema B;757015;Física;Pinto;numquam;4557060154;GOO-1D35;26689881042;Azul;2012;Híbrido
Freitas;3790602;Jurídica;480.652.397-65;Brayan Rodrigues;GO;Protesto;2024-01-25;09:51:45;Não;Recente;5;True;True;False;True;False;False;True;False;7450.65;5588.6;19054.62;259;7;2024-07-11;22;A;Facilis nostrum rerum a quidem.;yannogueira;Casa;Sistema C;9211135;Física;da Mota;quidem;6796297047;UCV-0Q27;04294040484;Branco;2008;GNV
Pinto;2903289;Jurídica;49.785.261/0001-53;Jade Ferreira;AM;Atraso;2024-02-08;13:29:06;Não;Inadimplente;5;True;True;False;True;False;False;False;False;1032.76;3738.91;4192.45;56;9;2024-10-03;36;D;Voluptas ab sequi dolore fuga ipsam.;vianalucas;Moto;Sistema A;720119;Física;Viana;libero;7959412049;QBQ-9F77;77068317960;Vermelho;2006;Híbrido
Nunes;8039798;Física;490.386.521-51;Lorenzo da Rosa;PA;Pagamento;2024-08-09;10:05:00;Não;Inadimplente;0;False;True;False;True;True;False;False;False;8942.98;8405.34;12974.42;151;1;2024-07-31;40;B;Odit quibusdam repellendus voluptates.;vianalunna;Carro;Sistema A;7110833;Jurídica;Duarte S.A.;corporis;0142402914;FTY-5O81;09865101766;Prata;2023;Diesel
Moraes;2883948;Jurídica;867.095.142-85;Maria Clara Aragão;MG;Pagamento;2024-04-01;00:31:49;Não;Cliente VIP;0;True;True;False;True;False;True;True;False;5066.89;4908.98;5085.68;77;8;2024-06-23;29;D;Cumque beatae nobis facere.;osantos;Carro;Sistema C;1698412;Jurídica;Costa S/A;voluptas;1001038152;TBG-6G64;95570073922;Branco;2020;Etanol
Brito Guerra - ME;5624211;Física;50.473.198/0001-07;Dr. Pedro Azevedo;AP;Negociação;2024-08-11;06:03:04;Não;Fidelizado;5;True;False;True;True;False;False;False;False;9917.25;4455.41;13160.36;362;10;2024-06-08;26;A;Adipisci explicabo ullam asperiores.;pfogaca;Carro;Sistema A;241023;Física;Martins Moraes S/A;delectus;6003882789;WXX-8L30;78165478474;Prata;2004;Híbrido
da Mota;4336257;Física;03.682.954/0001-10;Luiz Henrique Cunha;TO;Atraso;2024-05-10;11:36:26;Não;Recente;2;True;False;False;True;True;True;True;True;5122.14;6352.67;11790.84;12;6;2024-01-12;23;C;Ea corporis corporis itaque.;dante28;Carro;Sistema B;8866841;Física;Cardoso;iste;6821198457;MZH-1S63;03351686505;Preto;2009;GNV
Vargas;9424831;Jurídica;36.705.842/0001-96;Henry Sampaio;SE;Pagamento;2024-03-24;06:35:32;Sim;Fidelizado;2;False;True;False;True;True;False;False;True;9378.04;1975.82;17070.6;262;7;2024-01-27;11;A;Sapiente laudantium commodi.;da-rosamaria-clara;Moto;Sistema C;2214458;Jurídica;Ferreira;ullam;9857445240;WTI-4E25;51849219318;Vermelho;2006;Híbrido
Marques e Filhos;1447276;Jurídica;936.152.084-98;Henry Albuquerque;MS;Atraso;2024-05-15;12:46:33;Não;Fidelizado;4;True;False;True;False;False;False;False;False;4642.1;985.61;4034.47;46;2;2024-08-12;22;C;Eum est distinctio.;fcirino;Carro;Sistema C;5949926;Jurídica;Melo Moura S.A.;ipsam;4575281743;SIK-3U37;99994788725;Vermelho;2014;Etanol
Campos da Cunha S.A.;5162506;Física;975.624.183-73;Dra. Ana Pimenta;ES;Negociação;2024-04-28;07:03:07;Sim;Recente;0;False;False;True;False;True;True;False;True;5171.29;2914.89;7626.17;101;3;2024-02-26;45;A;Quidem labore corrupti corrupti tempore.;qcastro;Moto;Sistema C;7665848;Jurídica;Fonseca Carvalho S.A.;corporis;9412837350;TSK-9Q61;07871312203;Azul;2017;Híbrido
das Neves;8585778;Física;08.354.217/0001-01;Maria Julia Pastor;PR;Pagamento;2024-03-21;00:00:01;Sim;Recente;3;False;False;False;True;False;False;True;True;5426.22;1732.75;18409.69;342;5;2024-03-23;41;A;Quis eveniet laboriosam dolore neque atque.;cpinto;Casa;Sistema B;8427677;Jurídica;Barbosa;possimus;9012862303;GQM-0W53;05864135726;Branco;2018;GNV
Campos Ltda.;1046841;Jurídica;27.159.064/0001-96;Liam da Cruz;ES;Protesto;2024-08-13;21:20:28;Sim;Fidelizado;1;False;True;False;True;True;True;True;True;4031.7;2864.18;3622.22;72;5;2024-06-28;23;C;Sunt atque consectetur consequuntur.;valentinanogueira;Casa;Sistema A;4146291;Jurídica;Pacheco;quos;2742687772;YRU-0R91;19660134666;Branco;2007;GNV
Azevedo Dias S/A;4384821;Jurídica;50.249.168/0001-03;Mateus Monteiro;RN;Pagamento;2024-01-19;01:41:46;Não;Fidelizado;3;True;False;False;True;False;True;True;True;1259.76;8394.01;16897.16;23;4;2024-02-28;40;B;Odit expedita distinctio iusto ipsa rem.;fernandapeixoto;Terreno;Sistema A;3874407;Jurídica;da Paz Sá - ME;alias;4451402366;HCZ-2O15;37432813627;Preto;2013;Diesel
Lopes - ME;0577318;Física;02.897.413/0001-46;Srta. Maria Flor Cardoso;RS;Negociação;2024-03-17;04:32:48;Não;Inadimplente;5;False;True;True;True;False;False;False;False;7510.95;2107.88;16838.36;336;3;2024-02-09;50;D;Adipisci at minima.;lucca43;Moto;Sistema C;6692676;Física;Fogaça;culpa;9922139215;ZNT-8O28;80262834885;Preto;2001;Etanol
Cunha - EI;4190091;Jurídica;80.394.126/0001-27;Bárbara Nunes;ES;Pagamento;2024-03-04;17:33:13;Não;Recente;5;True;True;True;False;True;False;True;True;4751.85;5142.65;16030.87;228;6;2024-04-17;60;B;Velit ad placeat magnam eveniet.;hda-rosa;Moto;Sistema C;8241542;Jurídica;Duarte;maiores;3749043851;KQA-8W22;23645672257;Vermelho;2003;Diesel
da Mota;8729187;Jurídica;247.091.368-31;Thales Teixeira;PI;Protesto;2024-02-02;16:46:42;Sim;Inadimplente;3;False;True;True;False;False;True;False;False;8081.4;1670.9;7059.6;126;5;2024-08-23;58;C;Eligendi quis quae similique ab accusantium.;nascimentohenrique;Terreno;Sistema A;9243502;Física;Casa Grande S/A;quam;8261336866;PGB-5P59;80859103388;Prata;2020;Gasolina
Cavalcanti;8371424;Jurídica;12.805.734/0001-27;Bruna Cunha;PE;Negociação;2024-01-14;13:57:48;Não;Cliente VIP;3;False;True;True;True;False;False;True;True;5554.93;4501.44;11730.98;257;4;2024-04-08;34;B;Assumenda cupiditate eum laboriosam.;beniciocavalcanti;Casa;Sistema B;1271182;Jurídica;Sales - ME;explicabo;3012455476;AUD-9A68;87141165926;Vermelho;2008;Híbrido
Aparecida;0061149;Física;518.930.467-10;Dra. Anna Liz Sá;RR;Protesto;2024-10-01;16:26:26;Não;Fidelizado;0;True;True;False;False;False;True;False;False;3918.58;1570.53;15068.92;181;2;2024-07-21;25;B;Repellat possimus natus.;hda-mota;Moto;Sistema A;2289166;Jurídica;da Mota Correia Ltda.;placeat;5952166486;KGS-6W47;91469102414;Prata;2007;GNV
Camargo;2848182;Física;298.635.710-59;Maria Isis Camargo;MT;Atraso;2024-01-23;02:19:33;Não;Fidelizado;3;True;True;False;True;False;True;True;True;3290.43;1300.99;5638.12;133;1;2024-02-07;44;A;Consequatur delectus assumenda explicabo earum.;bbarbosa;Moto;Sistema C;2845091;Jurídica;Marques;porro;3670063690;XPX-5X72;28151877288;Preto;2016;Híbrido
Martins;7348839;Física;452.698.073-00;Maria Cecília Almeida;SP;Negociação;2024-07-14;03:26:33;Sim;Recente;0;False;False;False;False;True;False;False;True;3778.07;4571.13;19582.45;96;7;2024-10-05;57;D;Ipsam hic velit excepturi.;ugomes;Carro;Sistema B;9246739;Jurídica;Brito e Filhos;voluptatibus;1893311790;VJK-1N58;86313637923;Branco;2011;Diesel
da Luz;5515295;Jurídica;40.956.137/0001-39;Nathan Abreu;CE;Negociação;2024-03-19;23:05:46;Sim;Inadimplente;4;True;True;False;True;True;True;False;False;7328.07;1339.75;8567.05;108;5;2024-06-13;5;B;Ex earum provident quae.;lsouza;Moto;Sistema A;3525676;Física;Pacheco;saepe;1434748328;IGI-6Q49;12500551114;Azul;2010;Etanol
Brito;4502854;Jurídica;54.608.391/0001-50;Aurora da Conceição;AC;Pagamento;2024-06-25;14:03:22;Não;Fidelizado;4;True;False;False;True;False;True;False;False;4411.32;6624.25;12558.89;196;9;2024-02-15;31;D;Ratione at impedit vero repellat.;vicente79;Casa;Sistema C;1294258;Jurídica;Nogueira da Cruz Ltda.;natus;2047916026;VVY-3P48;46574450149;Vermelho;2010;Híbrido
Sá - ME;8409722;Física;97.134.825/0001-30;Sr. Léo Castro;MT;Protesto;2024-03-01;18:58:07;Sim;Fidelizado;2;True;False;True;False;False;True;False;True;1561.77;5068.45;440.07;179;9;2024-07-15;33;A;Maiores voluptatem vitae necessitatibus architecto non.;diogofogaca;Carro;Sistema C;197042;Física;Dias;fuga;3936651040;QPQ-4O25;89389146410;Vermelho;2021;Gasolina
Pinto;2332114;Jurídica;65.132.790/0001-04;Olívia Pereira;MS;Atraso;2024-05-04;04:41:23;Sim;Recente;3;True;True;True;False;False;False;True;True;9044.0;6120.37;2970.05;277;2;2024-02-04;23;D;Suscipit a at eius.;maria-luisacampos;Moto;Sistema B;6173401;Jurídica;Porto;necessitatibus;5285968959;IZD-4U15;16266360841;Branco;2002;GNV
Peixoto S.A.;8836297;Física;048.261.957-02;Vinicius Pires;SP;Negociação;2024-02-20;08:09:34;Sim;Inadimplente;5;False;True;True;False;False;False;False;False;4022.17;130.52;1570.52;244;9;2024-07-22;52;A;Eligendi nisi quas.;ksampaio;Terreno;Sistema A;6825813;Jurídica;Vasconcelos Ltda.;earum;3526991992;YOX-6Z49;33873289328;Preto;2012;Gasolina
Silveira da Cruz S/A;6105078;Física;094.761.832-50;Alexandre Cavalcante;AC;Negociação;2024-06-13;03:14:16;Não;Recente;0;True;True;True;True;True;True;True;False;6909.62;9377.64;12332.64;271;8;2024-04-13;3;A;Aperiam ut tenetur cumque explicabo quia.;bnovais;Casa;Sistema C;5251703;Jurídica;Pinto Santos e Filhos;voluptas;3766932599;JYI-3F02;32454095002;Vermelho;2001;GNV
Almeida;1273475;Jurídica;86.729.043/0001-28;Oliver da Cruz;PI;Atraso;2024-06-04;14:33:44;Sim;Recente;0;True;True;False;True;True;False;False;False;7149.92;3779.77;14009.42;1;7;2024-03-30;15;C;Nisi corrupti animi corporis animi.;maria-julia57;Casa;Sistema B;6930893;Jurídica;da Rocha S.A.;eaque;6890400000;YSE-9B37;97880537715;Prata;2015;Diesel
Costela e Filhos;8642509;Física;521.843.796-46;Joaquim Ferreira;AC;Protesto;2024-08-28;14:40:49;Não;Recente;3;False;False;True;True;True;True;False;True;1553.07;6313.3;5610.05;110;2;2024-05-11;8;B;Nostrum neque vel repellat.;joao-pedroporto;Carro;Sistema C;9679201;Jurídica;Albuquerque;itaque;0287022193;SDD-9N81;84299229817;Vermelho;2016;Diesel
Novais;2162513;Física;12.369.407/0001-70;Gustavo Henrique Farias;AM;Pagamento;2024-03-18;04:33:41;Não;Inadimplente;0;False;False;True;False;True;False;True;True;1503.11;2739.83;9922.87;222;2;2024-03-30;38;D;Voluptas exercitationem perspiciatis.;rborges;Moto;Sistema A;2547039;Jurídica;Mendes;nobis;8278636503;WBN-0D77;01135050403;Branco;2003;Diesel
Cirino Pimenta - ME;6736346;Física;241.396.758-37;Isadora da Rosa;PB;Pagamento;2024-03-28;03:16:44;Não;Inadimplente;3;False;False;False;False;False;True;True;True;3341.54;5197.51;3637.0;346;8;2024-01-24;56;D;A quod aliquid.;mourabianca;Moto;Sistema A;6988034;Jurídica;Monteiro Ltda.;doloremque;7898031272;ZRN-9P37;48692026429;Vermelho;2008;Híbrido
Dias Ltda.;3843629;Física;13.596.704/0001-10;José Machado;RO;Protesto;2024-09-28;19:14:37;Sim;Fidelizado;5;True;True;True;True;False;False;True;False;3010.66;261.78;2966.65;222;10;2024-09-18;59;C;Doloribus fuga corrupti tempore minima explicabo.;fcamara;Terreno;Sistema A;8106398;Jurídica;Macedo - EI;sapiente;3391635232;WPG-1C03;63805668773;Prata;2019;Etanol
Correia;3037337;Jurídica;39.481.526/0001-76;Dra. Clara Barros;RS;Atraso;2024-05-07;13:44:10;Sim;Inadimplente;5;True;True;True;False;True;False;False;False;3245.31;4038.74;7020.91;145;7;2024-09-08;4;C;Aliquam doloremque facere amet architecto quis animi.;leticia01;Terreno;Sistema C;4720648;Física;Martins Peixoto e Filhos;at;9518277671;LEC-3D84;81201729633;Branco;2002;Híbrido
Montenegro Brito - ME;2497601;Física;01.845.269/0001-31;Lucas Gabriel Aparecida;RN;Negociação;2024-05-22;17:06:31;Não;Cliente VIP;4;False;False;False;False;True;True;False;True;8556.51;5656.59;8327.31;217;5;2024-08-12;6;B;Veritatis expedita odit explicabo at praesentium.;cirinomarcela;Moto;Sistema B;5627020;Física;Almeida;dolor;4390986208;RCM-3Y22;12256201410;Vermelho;2012;Gasolina
Mendes S.A.;2595602;Física;73.280.941/0001-08;Breno Araújo;AC;Negociação;2024-05-19;20:24:57;Sim;Cliente VIP;1;False;False;True;True;True;False;False;False;2125.3;8845.08;404.19;126;5;2024-01-08;4;B;Velit dolor tempora sed ratione.;francisco91;Casa;Sistema C;391375;Física;Lopes;magni;0519424707;HGI-0Q78;69211360989;Prata;2010;Gasolina
da Conceição S.A.;8559349;Jurídica;918.360.724-22;Arthur Miguel da Rosa;RO;Protesto;2024-08-31;15:33:11;Sim;Cliente VIP;3;True;True;False;True;True;False;False;True;4969.64;1272.22;1351.4;300;6;2024-04-10;50;D;Nemo quae adipisci corrupti officiis minima.;melolaura;Casa;Sistema A;2493162;Jurídica;Cardoso da Luz e Filhos;voluptatem;1294862168;GET-0C13;34175255700;Azul;2014;Híbrido
Gomes e Filhos;9459031;Física;643.971.028-13;Srta. Isabella Costela;AP;Pagamento;2024-06-07;06:06:43;Sim;Cliente VIP;3;False;False;False;True;True;True;False;False;7211.11;3007.79;16228.27;106;4;2024-02-23;21;C;Sint blanditiis non et perferendis.;lunacaldeira;Carro;Sistema C;2417959;Jurídica;Lima;perspiciatis;6196262031;HJU-4W28;14216702478;Preto;2000;Etanol
Almeida;9741482;Física;027.419.536-43;Bella Pacheco;RR;Atraso;2024-02-27;13:56:01;Sim;Fidelizado;3;True;False;False;False;True;False;True;False;6677.58;7001.37;18202.89;171;3;2024-09-27;53;A;Minus optio porro sapiente.;eduarda57;Casa;Sistema A;9911961;Jurídica;Montenegro e Filhos;magni;8290337636;IGC-2D30;17453430116;Branco;2022;Gasolina
da Mota;7666214;Física;240.917.536-80;Evelyn Siqueira;SP;Negociação;2024-08-16;16:07:21;Sim;Inadimplente;0;False;False;False;True;True;False;True;True;7874.61;5103.45;5101.98;265;1;2024-01-23;46;A;Voluptates ex nisi quos quidem minima.;daniel84;Casa;Sistema B;82785;Física;Alves;magni;7912727702;LBA-2N53;76089589352;Prata;2019;Etanol
da Mota Abreu S.A.;9946048;Física;152.936.048-05;Dra. Heloísa da Luz;PA;Negociação;2024-03-21;06:51:34;Não;Inadimplente;1;False;False;False;True;True;True;False;True;9501.37;1871.36;6712.41;226;9;2024-06-01;31;C;Voluptates a adipisci temporibus inventore.;rviana;Casa;Sistema B;7199659;Física;Pimenta;praesentium;8908783882;BIT-4B61;38701317091;Azul;2018;Híbrido
Porto;8112270;Física;580.293.416-60;Leonardo da Mota;RN;Protesto;2024-08-17;02:32:54;Sim;Recente;4;False;True;False;True;True;False;False;False;8963.94;6839.02;388.29;346;2;2024-08-31;10;C;A corporis cum laborum assumenda.;fariasevelyn;Terreno;Sistema C;4705065;Física;Gomes;necessitatibus;1821460756;DQK-3J96;63522585213;Preto;2023;Diesel
